Date,AAPL,TSLA,AMZN,GOOGL,MSFT,RELIANCE,TCS,INFY,HDFCBANK,WIPRO
2023-02-10,158.2263389241126,212.68535354592896,190.7130635263825,155.73428083745105,225.21528550276577,297.9726705460686,153.86964357731492,254.65201010425753,133.14908058373496,182.13587900309014
2023-02-11,160.97468335971533,213.4768192278898,189.08691038387383,151.76191070431594,227.54631190951255,304.5457834955716,156.19809197937306,250.0614673865362,135.1931863595228,174.05490142041816
2023-02-12,159.14916050126956,214.50518185121916,190.37921429096852,154.28892700429606,239.227945202303,297.30827918817056,152.70267102786113,251.25758961094974,134.5144682086907,175.53303151284217
2023-02-13,154.5926385622228,209.91324113282064,195.9984883638477,158.8134486106162,229.45469166933472,283.7664708758862,154.2914492030852,242.9441137279767,136.7472267398223,181.33078295258957
2023-02-14,151.70163645472076,206.10734278811637,194.54923510007828,152.13694240207784,232.71513350744442,288.787505331206,157.26692815972558,242.65257148860636,139.74510473100872,178.99315849084647
2023-02-15,148.05493843320698,209.88335876279473,200.54984650827066,153.32737010740246,232.37956830530857,284.04941956866355,160.64201799842064,242.79003916092404,141.7387193392698,180.78025302113608
2023-02-16,148.5400165405199,209.77666351863687,191.05576534308912,151.4788743768562,234.9386576805904,272.74754599649117,161.81995247031168,246.04260737065619,140.73298212681618,174.61713185076655
2023-02-17,150.48968415610224,212.2681882942864,185.16953675439356,151.19017758248194,232.5558381069291,273.6023252239606,159.5885661237631,250.07030299886316,136.02896137552148,176.4277650036798
2023-02-18,153.4851411896073,212.40637461423773,186.84337945534853,152.47650202929,231.77472861166223,278.0788391103561,160.99559622268632,248.09340681536207,136.63688684907555,174.91979902854305
2023-02-19,156.56271329447938,212.54987037653646,180.37110725405637,150.70003052463056,232.52851797598598,277.44828587918494,159.17730864866158,247.55793493297963,140.62814832214463,172.0084965209296
2023-02-20,159.21716947361787,216.01968198683437,175.1612175104407,148.26689036275798,230.88408339887664,274.94670751482715,158.49594805520502,244.54790689319532,140.584953048147,169.1533696087647
2023-02-21,158.55255803692486,214.1598415344527,172.89118919462268,148.3988757214548,222.64394432740733,274.11648725698825,159.3640000587689,240.14782453162167,136.83364138482784,167.7067250582411
2023-02-22,156.46287947385323,214.54757366713815,176.31906671622127,144.5569941448779,221.4288890991523,272.1245138148782,157.7006821836429,241.44221848988397,135.60004746020613,169.164392423834
2023-02-23,151.44868705407316,212.89583593903413,168.14706157477184,140.8194131602182,214.06021841000032,264.86211523640185,155.34029371788185,236.53404501147443,135.2835583861519,164.32928713307328
2023-02-24,155.1791018127859,211.35707172386992,168.90766519203757,143.16130582368348,217.47178807053325,261.1149917980474,156.36462931408255,235.00596995692663,133.29013187204768,162.91121608594736
2023-02-25,154.63062997698648,210.27905438734783,173.39335427926946,139.24759917895597,207.9816010996877,263.9327132896051,160.3864275847352,231.27999404483666,128.71842131479562,162.78668391767107
2023-02-26,153.30384042844904,211.1136486886582,172.58494940711546,141.5186447623556,213.20831725923313,265.70670038170954,163.13868623797953,233.44084558065998,128.568970421345,158.88448496784918
2023-02-27,157.35464038796695,209.42941387125288,171.0306796129769,143.11987314942346,215.44722416041438,266.6633319649767,164.74776262154694,240.49831764557862,127.21828996210229,165.381516510025
2023-02-28,154.35263987521427,214.0055653618707,172.80746840779,137.2782397537277,217.72962566983622,261.4046304995604,166.98161927180035,235.501387210274,130.36444138016523,162.30018819747895
2023-03-01,157.24318972983204,210.795687067273,172.01405634965107,135.0557382490419,206.74090951116952,260.49869639735044,168.47134072701976,228.53660429226798,130.56786799479676,159.92899150424768
2023-03-02,158.31749428327535,210.1590711836012,178.17732680791605,139.02163231199344,205.14607660878428,249.33341489006062,169.54611455195035,228.1393744321747,131.43264565658788,156.51459477464604
2023-03-03,154.82470073056328,208.6214339761394,173.30544531551715,135.77038002510878,210.93273270992066,250.28378899904877,171.65917927844336,228.26739672509655,131.2419087591612,162.92128763118023
2023-03-04,154.62100528541035,213.87732369159795,173.12029238037007,134.26263769140638,208.35355000160476,257.6683003393175,168.58652835595066,229.15535655956697,131.4335770063829,164.9610159541483
2023-03-05,157.99220622005762,214.6324091015084,174.0582454422741,135.78002550905998,203.0618695376533,250.1533804580727,169.09236588037155,227.5568937219,128.51853890678348,161.58889614891535
2023-03-06,160.81329780679752,218.48507900493092,172.44896054975868,138.38578742488633,200.0115666987597,247.25697627895974,168.96212326868357,226.87993312802905,126.72500572209637,165.6358999543394
2023-03-07,166.20361468290056,213.04675685682204,160.47118375968194,137.55530180238716,199.71212319773932,248.95625591031677,169.19484668412275,228.31798736496097,128.64927973243522,166.40227153533456
2023-03-08,167.49118273662015,214.05649042336225,159.85983288327333,135.59056716191984,195.70143340183526,255.3913762317311,168.20289510134361,232.30938197079954,129.0413117862312,167.38239167082523
2023-03-09,180.34206912936202,217.3701902421904,163.5580763434353,140.344764470491,201.60950615689308,253.13790685513518,169.43651701631242,225.06289467697397,128.36240137183012,166.1321665690767
2023-03-10,176.8159069532459,217.7122765059412,166.82889389411943,146.38191860764613,201.32510750942197,249.66981874914845,167.6384173961562,223.77617509838055,129.2419067400265,163.41432517589553
2023-03-11,175.34369180227338,221.74758674434096,168.3629195295232,149.898060690257,198.687127827097,239.97614820070916,166.49342756774317,224.62883272283415,130.16249821818033,164.67117022022936
2023-03-12,175.17009653388493,219.83376149988823,163.81521396418026,150.21725936250763,192.606367512333,240.5257704399078,165.089908736806,221.34684361637866,133.78023620370908,162.71428874203946
2023-03-13,169.88749536403557,225.22732287735485,165.49014502234024,147.31888852112513,194.8853898253387,250.7106658452359,167.06961802300677,227.7766352744736,134.10275542440468,169.44354913185748
2023-03-14,173.85512056006604,234.2859110720793,163.1579657912568,144.39896900463316,197.08363115704188,252.1697835624485,167.09622049906451,225.48894817132668,132.1908810366721,164.7573367612694
2023-03-15,177.37674274841345,232.87738925450327,164.6528710924965,146.2445657737017,193.4000534523154,252.10590482281006,166.11777722147573,225.40516202029622,132.0051653186962,170.50471678010555
2023-03-16,177.51021719684454,231.15074556575794,165.194813540914,147.74128215079415,183.32219762473594,253.80247097931598,165.33904221891123,227.53472721650232,133.13055219505006,170.11017081639238
2023-03-17,175.5114405995018,237.0001579732151,161.2245647881121,152.84472109887116,185.16372666484685,253.79555942947803,165.40002995419553,225.41218203363658,134.98032253047623,171.27125150760074
2023-03-18,169.93536366726894,243.52188336360757,157.6822040406837,155.27794950070395,184.36148806739968,249.70819489177285,169.09676530733375,218.7688543750219,132.0539340720629,174.49875429420425
2023-03-19,167.09011679961304,241.39715895640316,159.13310047955514,149.74447917799648,185.8800544085273,253.94824305860314,166.36431556038832,217.30565668246433,132.53654392937054,172.09912310726847
2023-03-20,169.88121661057988,239.7109723486644,158.2869681334861,153.61267467178774,194.84402476424526,255.15995805192415,167.93374550882177,221.0647732141433,130.94270636762036,175.46339751850024
2023-03-21,169.15365074877354,238.5999222326326,155.01243457897237,149.95890265489746,194.7458758668264,255.30109312570062,169.05494914326533,219.91620599581276,129.9545334933712,165.24466916463115
2023-03-22,167.6419313215515,233.22234185136446,151.49078728145508,148.58233348640982,192.3866316579092,250.36654878558576,167.1148569632125,216.95693124423468,131.49038180027887,162.6476572978963
2023-03-23,169.54359387470052,229.62990669087608,150.37211961714016,149.49364609547584,187.1891564792655,257.1012777207989,170.4939213012417,220.335531988653,132.86322857331066,159.36718725160236
2023-03-24,173.94176520177587,225.76292172273273,156.4572983541134,156.8955983655752,185.8172590269876,260.63014019967267,171.78770035543832,219.212708248083,131.6595316529835,155.01401095592882
2023-03-25,174.97948299241136,222.85886065904415,154.43626493527722,169.16154822367082,186.56063433509803,257.7843538914333,170.6742393691401,217.45629544224863,131.39877593103978,154.29959062681016
2023-03-26,176.24398904678858,222.76409878591565,154.41732921539852,171.67289634390718,186.8255327420832,263.10934082543537,166.51735501152316,218.05511152224443,130.46167790627942,155.65219655334778
2023-03-27,181.66102314885842,223.69439865492484,154.84821212738285,170.92491438998456,194.74006328411136,260.52778921122695,167.0835343923739,220.89008341886264,135.75047020865443,158.12620237665848
2023-03-28,182.41983242366743,229.73587728888083,150.53993543994545,173.1597547018953,197.11355224906868,256.4927231715897,167.03603870988766,229.73946441222947,136.29254799347467,158.99970863524769
2023-03-29,181.2540058945189,225.8894327928787,144.04425843122002,176.92844032273283,196.50456181960084,252.63400028628118,164.79177791196395,232.94157545102607,134.76001532549427,156.68976423780452
2023-03-30,183.99807877359916,229.75760369990903,140.40471775575986,175.57288350223627,193.22847098168864,243.79827532174932,162.5495014745244,237.4774049317841,137.24413084894474,158.00456421785202
2023-03-31,183.03236057279005,228.9576534740612,141.31245612132622,183.37498733488113,194.49595778837804,246.18151527534727,164.50882920505052,235.59082013961682,139.8415461570469,158.46634597253808
2023-04-01,181.6304666135083,228.80253661982164,141.6557664289382,184.40990281072047,190.33577245081128,237.28315674765014,160.2946865432429,231.73913796843087,143.33708846549953,161.8221059889979
2023-04-02,186.81261474005674,231.4936141585082,144.21373492026703,186.655037975524,191.18552187380772,231.5095891659572,161.0237276119739,232.04619993760468,147.51683685875787,164.6657166631633
2023-04-03,185.68894489120882,227.13475010541046,144.59834462826413,189.6974895674687,193.46150478227474,222.04177790164823,160.669736832318,232.5242278281487,148.9784503777294,164.8030946382033
2023-04-04,175.29525889929255,228.66134722657728,144.23364662240755,191.65369522698282,192.48634050235393,221.69949487978215,161.79739651118047,228.52571583439644,148.29332711099923,161.57537261616173
2023-04-05,176.68154277669908,229.35067653950546,142.09171641052885,195.5943189144639,189.6239391854136,221.07045652519142,161.21014607083129,227.94039527072323,147.90899504478207,159.2731006184295
2023-04-06,175.22238282768876,231.32653586205384,145.32198601669592,192.70856660088205,179.96306405589925,219.65872542029325,161.89766386976004,229.50460235646736,147.34521302980954,157.36392547319656
2023-04-07,174.17912967490204,232.51072739891018,142.0335296638021,190.13626856398616,184.9961930262345,215.12064601704947,160.3413327486142,230.93239463918349,146.55947829434876,156.28993784253308
2023-04-08,175.96857143234,242.50920906392216,138.15344533115956,185.1560428581358,186.82108857341805,210.12493248112108,160.2861532496302,232.91690227451426,149.09327510509823,157.24821547970234
2023-04-09,175.39128306268668,239.92209856952564,140.17017919423216,187.14647854834115,188.77408965226638,212.14824183641628,161.3936245367215,234.09978888338253,149.12113345494052,159.7920151047949
2023-04-10,176.2753352947871,237.7957316303337,135.5792587727499,190.71747266839665,181.85867851584698,209.8418702921303,161.77221982041837,232.23607485479468,151.14295722618945,159.63564594772816
2023-04-11,168.72255803038635,235.31757568062886,144.10207299613424,192.85289258302498,188.00636706227738,211.2295775733878,162.65215230969065,230.36121509958204,152.5753610998968,159.71788772377693
2023-04-12,165.34179018457937,233.13451929609624,144.42550386332408,200.8356996955489,185.94555976164412,207.5245222613545,160.68848560315377,225.95411048631493,150.3257663583047,160.25238942671498
2023-04-13,170.54313795799825,230.6488089111005,145.72833445418,200.8213450261733,184.68743931063528,208.3264242431134,159.4692197987316,232.72180169364913,146.8613104144199,158.45072574960852
2023-04-14,170.53167822350315,235.4201069723339,142.8280170075822,204.10861206925128,180.0347223258482,213.9293017885946,158.29605620501104,232.84383151886198,144.42301994266532,155.25031827663187
2023-04-15,164.4721097684591,241.2420410249951,141.73255312097814,198.8030478035413,172.50324207033634,216.52161966315845,157.75925771863928,232.05916960850504,143.60776865497385,149.33479869167604
2023-04-16,160.72178328084573,238.9416999384002,140.25164671780732,196.9632045408874,177.3852247289755,214.76651802823048,160.71522901335874,228.62814654117878,143.89739249956332,147.06897886943693
2023-04-17,157.33119750280684,235.60818115250942,138.38509511620137,200.31708709091998,182.97190292751787,215.92844058821913,160.00318541991712,239.9529390431389,142.65197866713783,148.64657358060484
2023-04-18,157.73620648489796,237.5525840362358,140.63814446678586,204.48608579982061,182.2721776917872,214.9229500555077,157.61434792739334,235.84669225251926,144.05622635060246,146.36595029222926
2023-04-19,156.30694350894177,235.3618741905909,139.08882308843812,203.05046533195207,179.3502695415664,214.99952825930507,158.81543650356156,234.2685309405011,143.0452905021609,145.6174288785807
2023-04-20,154.12673160520663,237.95979391799366,142.72709297996033,202.71212283209223,177.75999856198078,213.6312511048597,161.76525506635656,235.9399383879032,143.5744549755033,147.15749765970702
2023-04-21,154.1920207025158,238.8258769231342,152.64992872651666,195.41836702600295,176.29981291105136,212.96476959984943,159.09850484901594,238.34133472049285,143.83105460169807,148.893249722217
2023-04-22,155.8605069377046,232.7612236814829,151.55429662201746,193.7506957101359,171.32084594937854,213.92182406594384,163.4222109118046,242.180768713636,147.31091927714883,145.3870936563046
2023-04-23,155.03435519023918,239.0353475386513,152.17100211238886,197.98058671389484,170.14755234600355,209.71079135899788,164.3880892371728,249.52769772323035,145.38421117341764,148.66725628483618
2023-04-24,153.15394133718226,246.52216541284687,153.6656930059299,200.76669010284309,170.79760391472124,205.48909525210584,166.73953577630817,251.67970437396934,149.870371695312,152.46216156574476
2023-04-25,151.80299968050969,243.9962047899787,160.86594533507352,203.22532778007496,175.04576987655693,199.8414084026657,170.11146428803224,247.44281399849623,148.68296583945406,148.7056164271531
2023-04-26,152.98448088260238,242.42633503895715,160.5688241034867,203.48309418175455,175.1301037654647,193.51899413114054,172.4028400144087,246.47947368509622,146.00774940518278,146.03118978492236
2023-04-27,153.01149388411235,243.6536008214501,157.2916424208372,203.53085116198088,168.65381113686408,188.85289426753835,172.20160285848453,247.79963149521913,145.6008561397404,149.97105675706348
2023-04-28,155.64750740886006,245.09040422418875,152.3958438332488,200.319254412542,170.11431112386902,189.49989413354652,175.09654749151372,256.4082668673264,152.22732003265713,149.50593504376417
2023-04-29,151.84219276888803,247.90413105895271,152.20875754340585,203.74649732340572,169.0965883191723,186.1476195817236,175.75196934440058,250.68573015521224,154.1304574429123,142.3331900452938
2023-04-30,149.3452457633366,256.6063631024147,150.53649760347434,205.8445247760218,174.77331456737502,188.1272094788465,178.40152170772149,255.74587429054628,155.43468402615866,137.99637244161423
2023-05-01,151.93747305151967,255.8747652528202,158.37889015371613,208.32177920956585,180.89671262089465,188.2963391695024,181.35727754741268,256.5779883888223,157.16271579166133,137.2553860556475
2023-05-02,149.35259679437195,252.4518217277018,165.62642444862922,205.7015279808804,187.3919309259703,180.9870854376086,178.77603138624346,260.1992837345277,155.5441627264853,133.77482510074364
2023-05-03,153.9839290195961,246.6151301763339,161.41017799090773,195.27601669953117,184.90981553834348,183.43516829917598,180.75070526859773,259.84434646742244,156.26719661231942,132.57237406392545
2023-05-04,158.83229983599733,243.5961828707617,158.5868131884661,200.53949804013746,193.97903474015266,186.5028433662248,180.36677963352048,256.3645717347331,156.30020465776767,132.68863702896135
2023-05-05,163.78728931564987,243.49908245122225,158.91787796824258,198.2432799601039,195.6466146954262,182.82968851883186,180.75909203372373,259.61314747355016,160.24528859788745,137.09203686397257
2023-05-06,160.72416632649848,251.12004795623932,164.6397640208562,194.16214465538607,203.46035643457896,184.42541328509262,181.12525790581648,262.48828565333963,160.0355038689401,136.2314881989405
2023-05-07,161.04843753452244,248.9513465784697,164.91394527296413,197.4584990046417,201.04965090240532,181.29583770384875,181.39438808591797,266.77836175626254,159.23759419059064,139.53892092173956
2023-05-08,159.37749148792602,249.94649229058996,162.2883590019794,195.60785675601468,199.64238117516558,181.68988052889682,185.20305123258905,266.8014065509874,156.74785974803476,144.06239904148345
2023-05-09,162.6755209240633,249.9181529066603,162.08546798291354,200.6995650107859,200.9874025412189,177.1398691741487,181.8926482532975,264.27563944970063,157.07620363920213,148.75085706043734
2023-05-10,168.9047757217456,255.08534926597653,159.58017553330066,203.72977914234124,201.74935154991547,170.8683783308192,177.7895400282465,257.69773099236016,157.7349291873257,149.7184681912725
2023-05-11,172.21356396735834,266.38029926276886,162.05400286090426,207.13891921695517,207.9447256145342,169.5847557883136,173.28732965571564,261.2559054191719,155.19056014741966,143.35015971417735
2023-05-12,172.30609162766024,264.02001822371597,159.22629001721182,200.42087037943722,206.81875053731667,169.19449915934564,175.84931635324588,263.1545329168491,156.18333923332142,144.84820450234952
2023-05-13,170.99488415477555,261.8658833660134,157.23133375577405,206.3952037526944,212.70898227820055,167.8730134858154,174.0871579657798,259.10686385631203,156.7101173494853,148.28526980161217
2023-05-14,173.49261058861347,266.62247932269605,161.9313524450168,207.71660750633274,216.50921890953305,163.93543062854346,174.4517429430102,256.9113194221921,158.92618080073967,148.041615923128
2023-05-15,168.98132344994897,269.7909646051556,158.86852858987547,205.8829928646125,215.43369612211893,162.64772430694768,174.2383283171708,255.0339303168599,161.61281224466754,153.91704744609405
2023-05-16,171.02833163464376,278.4827418466069,153.22918985991527,206.61136152436714,218.87494583069227,163.56766053326228,172.23086341052903,248.99473846907205,161.8500437349255,156.91049726165224
2023-05-17,167.70513496845663,281.32107139335005,153.63105730055818,197.93669448583913,216.43397975198124,163.4514978207129,174.26701675978853,245.75978052025897,159.5996548582055,158.92923266785337
2023-05-18,170.04887855991313,279.6467138071953,152.2794866282791,199.9153237643927,229.02088463997407,164.08786603371004,174.02403441568475,241.31511452188235,157.82417651538321,162.83778568381584
2023-05-19,169.50996084803515,282.5293646960967,154.28636570639972,195.0124921139464,214.86902181134624,161.9122223794342,173.5241992286392,239.76458003096877,161.70384945442396,164.0741685967106
2023-05-20,168.13663395438658,287.9785843944542,155.559028572322,188.7483682080399,218.3969462656643,165.82526238830536,174.12291276173232,236.9556277967492,162.09906082807902,155.25774070859865
2023-05-21,164.9746320778345,292.09145637296695,155.4699492422799,181.93730352457513,209.37288276567236,161.96143065666976,175.87241821756194,230.79991882947735,166.04752776355264,153.56943006431825
2023-05-22,163.7506360320632,294.6824239864409,155.26714076326124,186.91146402254418,208.27151562262398,163.59763592106017,173.67669023979903,238.63968984864857,167.21368333570138,157.7339741074046
2023-05-23,165.80585131429953,300.15050320173674,152.45496006707683,184.10033629725982,207.8732533296552,167.58586470223818,175.78054983168155,243.65582859900294,168.97681287249128,154.95309781824983
2023-05-24,169.68322090581194,306.2563684297069,152.81002763641052,191.06929479021065,215.5602842461202,169.25613120781614,179.29384455511195,240.6424445502678,171.19124552696846,154.2097701073743
2023-05-25,171.70168071500677,313.62461158373105,156.27090655140353,188.6214870882229,212.03978811549,168.5979002535795,175.94798770521052,241.79118074938066,168.3801649706045,150.6945511248508
2023-05-26,176.94830434151152,317.1718561646071,152.5263668204929,181.00338184572274,218.83030266750413,166.84001868105702,176.6628203632455,243.52274802286345,169.11868239411677,156.8122786108854
2023-05-27,187.09237496472426,316.32068263760925,152.54074165425553,176.19260576679036,212.75760181622218,170.4043613321774,175.99651634832287,248.3915929915516,166.31009566914074,162.80740539111267
2023-05-28,185.83502886954756,317.16732730399605,156.6131406764567,181.54948232770886,219.77485177590418,165.6056520844451,177.7134225767552,245.1607694972892,165.6924111937086,159.6662451899549
2023-05-29,185.0645543577142,323.82511805263556,158.65322296653218,180.87784052584524,217.3182163446714,162.4219785473688,174.88838169967062,249.65764449521612,167.1795485010314,160.21478338343059
2023-05-30,179.40019891630487,319.391482416905,164.00320416537784,178.50668740917695,217.73190560759684,161.15378648479754,178.81342663081986,247.504368460611,164.87993865680716,157.83527214297362
2023-05-31,184.18480065438484,321.46271764355686,161.71351680617926,179.21026342163157,216.0119651837925,165.26860768872817,175.04865054953885,242.22596818062178,166.17591121999794,160.03177340766194
2023-06-01,189.54594289231574,319.36367798339467,154.47153947780052,181.40981633999274,222.79254447878165,166.57490226976358,174.5305274418342,245.18808154886102,162.83288699630722,161.87978659727005
2023-06-02,186.05586522831078,319.5739109886531,155.28879000226223,186.39078712034376,228.715471084612,163.37945914324928,175.60714865130166,250.49848590518084,165.4292123176302,164.85171680603597
2023-06-03,188.64409898677474,326.68339331296164,156.74741970847822,193.04813711992486,231.19452388771788,162.389919311109,174.05091170123015,261.41467409985194,163.96124136153733,166.09803431365742
2023-06-04,193.78660057323586,327.8061887578262,162.27355217678993,191.38801307252498,224.92408695833987,160.41758871693122,172.14493600211384,256.4102298351283,161.70195467982094,177.32033970259403
2023-06-05,194.81161408809817,328.1211135189836,167.23451076341897,185.35961623296765,221.12929481022974,158.16372629193503,172.71421698563924,259.4387132634027,158.5855914339359,173.34344212678494
2023-06-06,198.51443519118226,320.6415185000635,169.54645420042038,183.52712917666844,215.7691701982378,161.35605631685553,172.94945354629974,257.78302446470934,157.36141736586785,166.9047054387381
2023-06-07,199.340509081219,324.8088194786754,172.8817129089624,184.69779182745123,204.46772146050924,156.97462003230288,173.01802979147837,261.1883931052171,153.33479951323707,165.47920909101853
2023-06-08,194.18260614132373,328.464465674908,172.08921341690498,180.45427423071663,210.77947211108784,162.19486667024356,175.08044577719116,255.05561175418265,152.215607214161,159.83828199592082
2023-06-09,198.74736019437603,340.88455940388644,166.9309942445373,176.33643095686267,209.15737876138914,164.96544094457838,174.21045121538828,249.91492841873264,154.54993393328104,154.64895062283665
